stars,review_stars,text
4,4,"Outstanding RV park. When you see Five Star rigs parked one after another you know you're in a good place. A few more trees in some areas would be a plus, but that's nitpicking."
4,5,"Definitely a place I would come back to. Clean facility, security doing regular rounds periodically in the evening. Pools for adults when it just couples weekend out and a pool for the kids. Not too far from the strip. Evening is nice and peaceful. We arrived from the river late and were able to go out and wash our clothes. No coin machine onsite therefore make sure to have change. I personally didn't make it inside the store but my husband said they had a lot to offer. Restaurant was nice for morning breakfast. Almost like a hotel check in style. Best money I have spend yet at an RV resort. Keep the good work up guys. It's amazing."
4,2,We have been staying here for the last 4 months. The bath house hot water needs addressed. Tried alternating times to shower but still no hot water. Reported at least twice a week... Electrical breakers continue to trip causing A/C in bath house to not work.. Reported on several occasions... Sprinkler system comes on and floods our site. Reported on numerous occasions.. Several pieces of gym equipment does not work.. When you pay 1k a month you would expect a better class of service.
4,5,Stayed for the night. Nice clean restrooms and a beautiful pool. On the road the next morning to finish driving cross country. Daughter left necklace in the bathroom and it meant a lot to her. Called the place and they found it. The necklace is getting mailed to our new place in Virginia. Thank u so much!  It was an heirloom.
4,5,"Great location, great staff, fantastic amenities! Best gift/grocery I've seen. This is a very large RESORT!  ! Adult/spa and family pools with waterfalls and a natural grass 18 hole putting green. 
We don't want to leave!
15% Discount for WIT members! :-)

38 ft. 2014 Adventurer with tow."
4,4,"Very nice park. Upon arriving, you are greeted by security at the entrance. Nice safety feature. You are directed to a check in lane and can go in to register. Registering was similar in feel to a hotel where it was very professional looking and they were ready to greet you. Upon registering, you go to your site.

The spots are so what sterile where there is a lot of cement and it's akin to a decorated parking lot. We have pets so you need to use the pet areas. Cool feature here is the 15x15 ft gated individualized pet run which I thought was cool. They also have a restaurant from 7:30to 2:30.

We stayed Sunday night so we did not expect a backpack blower going at 7:30 on Monday morning. 

About 3miles from the new hotels. We Uber to Fremont at 18 bucks. Would stay again."
4,5,"This is our absolute favorite RV resort stay at! We stop by here every time we are in the Vegas area. It's quiet and relaxing, yet close enough to the strip that you can catch a quick and cheap Uber or Lyft ride. The resort has nice amenities and a well stocked store. There is also a little cafe that is open for breakfast and lunch. The pool is nice and they have a putting green course! We love it here!"
4,5,"This park is nice! Very clean, large spaces and (for Las Vegas) pretty quiet. Multiple pools, lots of dog friendly areas and a nice little shop just incase  you need something. It's also very secure. No one gets in unless they're staying there, and security is a huge plus especially when you have a family. We will stay here again for sure!"
4,4,"Huge RV park just off the 15 on the southern edge of town. We didn't have a reservation because we were pulling in at 2am, but they have someone available 24/7 to check you in.
The pull-through so are easy to access, are level concrete pads, pretty nice!
There were restrooms just across from us and the clubhouse was just two rows over for easy access.
Our only real negative was that we happened to be parked next to the only RV with toddlers who woke us up at 7:04 am by running around literally screaming and crying. Ugh. I like kids, but since we didn't get in and settled til 3am,....
Definitely a good place to stay!"
4,4,This was a nice clean place to stay!  Very quiet.  Bathrooms were clean and air conditioned - park is spic and span!  Well tended to!
4,1,"Definitely avoid this ""resort"". As you can tell from the video, there is a lot of traffic and airplane noise. No shade, you park on a concrete slab accented with dirty clay rocks. Spaces are very close to each other. The bathrooms/showers are gross! I would not consider this an oasis or a resort. We are truly regretting the decision to stay here, especially since we were offered a free room in downtown Las Vegas."
4,1,Were a party of four RV s .  We have had reservations for a year for four sites together.  When we arrived today we had 4 sites but they were not together.  We are very displeased.  Management can. Do nothing to mitigate this mix-up. Watch out for this place!
4,5,"We found a jewel with this park , nice big spacious sites , 2 pools, horse shoe pits and other things to do . They have 700 sites on 55 acres easy on and off the highway , just across I-15 from the Bass Pro Shop. Spotless laundry and bathrooms very nice staff. They also have a cafe open from 7:00 am till 2:30 pm with nice meals at a very nice price. We will be back with the good neighbor discount it was $55 a night ."
4,5,Thank you to all of you for the nice stay. This is a huge resort with mobile homes and residents . No one bothers anyone . It is very clean and lots of activities. They have the best pet walk I have ever seen! My babies loved it!! Great price in summertime half off!! We have family here so this was really convenient for us !
4,4,Nice park. Spots are set up nicely with a pad for a picnic table and to walk on. Pet area is small and there were a lot of pets. I did not like walking my girls over an area where so many dogs were relieving themselves and then having them and me walking back into our RV. I did not use any of the amenities but everything was nicely kept and it seems if you stay during peak times that there are many things going on and that Sunflower is a happening place.
4.5,5,"I usually cringe having to go to the tire store. You know, stuck there for hours in the lobby with nothing but old import magazines, but this was not the cliche tire experience. These guys were FAST and professional. 

We had called a couple stores looking for a set of 4 particular tires. We were out and about and wanted to get them done today. No where had the tires in when we called, but Phoenix Tire told us to head down and they'd have them delivered within the hour.  The service was quick once we got there, we were in and out, and the break room where we waited was nice and clean. The prices were great, about $100 less than we had been looking at to order them online (Toyo Proxies ST.). To top it off, everyone was friendly.  We definitely found out new tire store."
4.5,5,Thank You for The Wonderful Customer Service From Phoenix Tire. While on Vacation in Arizona Our Left Rear Tire was punctured by a Razor Blade causing a Flat. We called AAA Premier Service Roadside Service And Within less than 5 Minutes Bret appeared and Replaced The Flat Tire with The Spare On Our 2016 Toyota Camry. Bret Referred Us to Phoenix Tire On W Buckeye Rd. They provided Excellent Customer Service Expeditiously. We were Serviced within 1 Hour and The Cost For 2 Tires was Phenomenally Inexpensive.  5 Stars
4.5,1,Took my truck in for a gasket leak from the front u joint.  The wrote up an estimate for 941.00.  The estimate stated there were 3 items to fix. I got a second estimate for 250.00. I got it fixed and the truck is running great with no leaks. I believe they Phoenix tire over charged me by 651.00.  Be careful of them
4.5,5,Thank you for your awesome service and for having us done in just under a hour . I was wowed by the price of 4 tires plus the installation. This is the place to be if you want a great deal and friendly service . Thank you to DJ for referring us
2,1,"Quite possibly, the most incompetent and worst customer service I've ever encountered (and that includes Rogers!). I used them for a longer rental while my car was being repaired (6 weeks) - the initial car they delivered to me wasn't the one I requested over the phone, with one tire was damaged and it looked pretty run down (esp considering they were charging $150/day!). After several phone calls, they delivered another car (other than the one agreed upon). They proceeded to bill my insurance for exorbitant rates based on the cars they delivered instead of the one I agreed to rent, despite my repeated requests to rectify this. I repeatedly expressed my worry over exceeding the insurance allowance and each time they said ""we're okay dude"". After one such call, I received a frantic call from them the next day saying that they had gone over the limit, but not to worry - ""you can just ask the insurance company to up your limit"". I could go on and on...but I'm getting annoyed just thinking about it. These people are incompetent and dishonest."
2,5,"I was given a coupon for the 30 minute exotic car test drive for my birthday and I have to say it was the best present ever. I was the first customer to take out the Lamborghini Gallardo and it lived up to all my expectations and more. When I arrived at Affinity for the drive I was worried when I didn't see the car in the lot but after I walked into the office to check in the guys showed me into the garage where they were washing it before my drive. I was a little sceptical at first about having one of the rental guys along for the ride because I didn't think I would be able to enjoy the car to it's full potential. However, Alberto was great. He said have fun, so I did. If you're looking for an attention grabbing car this is it, immediately after pulling out all eyes were on the car and us (especially the girls). Once I reached the 407 looks were no longer of concern, the performance was and nothing sounds like an Italian V10 with 560 horsepower. It was a symphony unlike anything I have ever heard. If you like cars but can't afford to buy one of these cars renting from Affinity is definitely the way to go, everyone should drive this car at least once in there lifetime."
1,1,"Edit to respond to Sandra B: You're a human being, not a robot. If you can't see that there are situations in which you need to re-evaluate your policies to do the right thing, then your company sucks. Wake up, Sandra.

Just so we are all aware: this is a duplicate review from the other Bates International page on Yelp. If you're considering doing business with these guys, you need to read what I have to say below.

My experience with Bates has been a long and arduous experience in disappointment.

Allow me to clarify that this is not a review concerning Bates' actual services- I didn't get the chance to experience those. This review is focusing on the way Bates treats its customers, and the way it approaches moral issues with complete immorality.

My family was en route to Bates' headquarters in Las Vegas when the rear tire of our minivan blew out. We flipped 3 times in the desert near California City. My parents, my two younger brothers, my niece and my aunt were all in the car. Our minivan was totaled and my father had to be evacuated via helicopter. My mother, aunt and brother were all admitted to the hospital. My brother had a gash in his head and my aunt had fractured her wrist. The hospital couldn't find anything wrong with my mother, though it became apparent later that her entire collarbone had shifted, causing her so much pain that she couldn't even undress to take a shower that night.

We contacted Bates as soon as we could, even amid all the chaos. They simply stated to us, cancellations cannot be refunded. I told them that this isn't just a cancellation- we were physically unable to meet our reservation due to extraneous circumstances. This was a year ago, and reading the email correspondence, I can see that my mother, who was handling the issue, was brushed aside because of her English (we are first generation immigrants from Hangzhou). So in May of 2013 I decided to speak to the company myself. 

It took an entire summer of ignored calls, emails that went nowhere, to elicit a rude response in which Bates hid behind their company policy. They claim their hands are tied and they can do nothing about the policy that they themselves instated.

The morality of this issue is really, really simple. This company refused even a partial refund for a family that experience a life threatening accident on the way to their headquarters. To top it off, their COO, Michael Williams, was extremely shifty and managed to beat around the bush for an entire summer before giving me anything close to a straight answer. 

The RVs might be fine- if you were to make it to claim your reservation. But buyer beware- the moment something unfortunate befalls you on the way to Bates, rest assured they will take advantage of your situation and make you feel like a turtle on your back. I want to make something clear; every single company we booked with for this trip reimbursed us when we showed them the medical documentation. Every single one, except for Bates. 

If it were me, I'd stick with companies that know how to take care of their customers."
1,1,Really great to see the business owner trying to defend her shitty company.
1,1,"My experience with Bates has been a long and arduous experience in disappointment.

Allow me to clarify that this is not a review concerning Bates' actual services- I didn't get the chance to experience those. This review is focusing on the way Bates treats its customers, and the way it approaches moral issues with complete immorality.

My family was en route to Bates' headquarters in Las Vegas when the rear tire of our minivan blew out. We flipped 3 times in the desert near California City. My parents, my two younger brothers, my niece and my aunt were all in the car. Our minivan was totaled and my father had to be evacuated via helicopter. My mother, aunt and brother were all admitted to the hospital. My brother had a gash in his head and my aunt had fractured her wrist. The hospital couldn't find anything wrong with my mother, though it became apparent later that her entire collarbone had shifted, causing her so much pain that she couldn't even undress to take a shower that night.

We contacted Bates as soon as we could, even amid all the chaos. They simply stated to us, cancellations cannot be refunded. I told them that this isn't just a cancellation- we were physically unable to meet our reservation due to extraneous circumstances. This was a year ago, and reading the email correspondence, I can see that my mother, who was handling the issue, was brushed aside because of her English (we are first generation immigrants from Hangzhou). So in May of 2013 I decided to speak to the company myself. 

It took an entire summer of ignored calls, emails that went nowhere, to elicit a rude response in which Bates hid behind their company policy. They claim their hands are tied and they can do nothing about the policy that they themselves instated.

The morality of this issue is really, really simple. This company refused even a partial refund for a family that experience a life threatening accident on the way to their headquarters. To top it off, their COO, Michael Williams, was extremely shifty and managed to beat around the bush for an entire summer before giving me anything close to a straight answer. 

The RVs might be fine- if you were to make it to claim your reservation. But buyer beware- the moment something unfortunate befalls you on the way to Bates, rest assured they will take advantage of your situation and make you feel like a turtle on your back. I want to make something clear; every single company we booked with for this trip reimbursed us when we showed them the medical documentation. Every single one, except for Bates. 

If it were me, I'd stick with companies that know how to take care of their customers."
1,1,"Potential renters beware: These folks are ripoff artists. Many, if not all, of the RV's are owned by others. Bates pays the owners (sometimes), and will try to overcharge you. There are extra fees for many things that should be included.  Honesty is not in their vocabulary.
When we allowed our RV to be rented out, we put two electric scooters in the RV at their suggestion, to be used as an ""extra"", which should increase rentals. However, the scooters went ""missing"". Of course, they denied even telling us to keep the scooters in the RV."
5,5,"First off, I'd just like to thank Tim. From jump, he was nothing but helpful, honest, and informative. If you're looking for someone who knows their stuff, look no further! My fiance and I had a huge ongoing issue with our breaks due to a dishonest company, and finally we got the truth as to what was going on from Tim. He informed us that the brand new brake job we paid for, was in fact not brand new, and our rotors had NEVER even been replaced, just shaved down, and incorrectly at that. ( Sidenote- this company sent us to 3 of its shops to have this done ""correctly"" and ""fix the issue"" only to screw us over more each time. To say they took advantage and sucked every dollar they could would be an understatement) After informing us of why the car was making these noises, and why we were having issues with the brakes, by physically spending the time with us to explain and show us what was going on, he promised to fix our issue, and his confidence in this really showed. He even made himself available on a Sunday, to come in and do our brakes for us. He let us know upfront how much everything would be (totally reasonable prices) what to expect, how long it'd take, the whole run down, and didn't miss a beat. We truly had never felt more confident in someone taking care of our car. They say it's tough to find an honest mechanic, and trust me, we were weary of any and everyone, but Tim changed that as soon as we met him. He got the job done in a more than timely manner, and we have not had any issue with the brakes thus far. Not only did Tim fix a horrible issue we'd been dealing with, but made us feel safe driving, which is a big deal. We honestly can't thank him enough and will absolutely be going back when need be! Thanks so much Tim! You're great at what you do!"
5,5,"I just tried this place out since it's so close to home and I was pleased. I called for a next day appointment and was accommodated, got to the shop and was greeted by Tim, I think he maybe the owner, he was very pleasant and did the work in a very timely manner. I didn't once feel like I was being sold or ripped off as I do sometimes when taking my car in for services because they often try to talk me into purchasing extra services or simply do extra things without my knowledge and charge me for it. I will be coming back."
5,5,"Tim does great work is honest, communicates any and all issues related to your vehicle and he does so in a way that any layman can understand.  He gives you a good faith estimate of the costs up front and is forthcoming with any updates discovered during the repair process.  Tim worked on my Rv and my car and they both are running excellently.  Tim is my repairman for all of my vehicles from this day forward.  I highly recommend his repair services to all which I have a chance to tell!  Thanks for the good service Tim."
5,5,"Those of you who follow me know I avoid a five-star rating.

Automotive history:  I do all my automotive work.  Why, I had a horrible experience more than 20 years ago with a shop that basically said to sue them instead of fixing the problem they created.

From that, I self taught and changed my Toyota celiacs 20R engine with a 21RU.  I do my own brake work including but not limited to changing out the entire braking system.   Most recently changing out my supercharger on my Mercedes C230 Kompressor.

With that, I recently became injured however, that has not stopped the need for automotive repairs.  I found Tim on Groupon, called him and scheduled an appointment.  When my wife and I arrived, he was explaining services to another customer.  He was thorough and honest.  He worked to save the customer money while giving easy to understand information.

I do believe that I have found a trustworthy family mechanic as when he inspected my car, he touched and shook nothing, he used his flashlight to search for tell tail signs of problems, then performed the work hired to do.  He was very friendly and personable with a focus on customer service.

Yes, this was my first time using him however, you know that being a psychologist helps me decide quickly what motives may be.  Tim had a motive to give us great service, at a fair price, and in a friendly way.  He did that therefore, has earned more business from our household, and those of our friends and followers."
2.5,5,"First off I called 7 mobile mechanics...5 didnt even come and try they told me my 1973 Dodge Dart was to old for them to work on..the 6th guy came and tried and didn't come back wouldn't even answer my call....My 7th call was to Jeffs Auto & truck repair.I wish this had been my first call Jeff came to my house and within 2 hours had my car running..There are a lot of wanna be  ""mobile mechanics"" out there..but Jeff actually knows what he is doing..A huge THANK YOU to Jeff.. you sir are the real deal"
2.5,2,"Quality work but over priced significantly. I called and spoke with Jeff who was extremely nice and accommodating explained what was going on with my trailer and he said they could fix it someone would be by in the morning around 10am. I was at 11:30 still nothing then I believe his name was Cameron called and was asking what I needed service with and on. I was a bit frustrated that I went over this in great detail with Jeff I would have assumed that info would be passed along, I he to read explain to Cameron. He said he'd come out the  next morning to determine what was needed and completed later that day. He made a visit and called that next day to let me know he'd found the bolts at two different auto zone's but had to do some running around to get them, ok I said. Then, he said I'll come back tomorrow morning and complete. I get a call around 10am asking me where I purchased the bolts I had. I didn't question him even though he told me he already had the correct bolts. I get home from work at 1 he's not there, I think he showed back up around 3 and completed by 5. The entire job was less than two hours but I paid over $900 for this. The lack of ability of the mechanic to get the right parts the first time should not be my problem, or at my cost in this case, it was. Will.never.do business with again."
5,5,"Customer service at its best! The quality of service that i got was way beyond what i paid for. 

I won't have second thoughts in recommending these guys with friends and family or anyone for that matter. 

Now i know why you guys have a very high customer satisfaction rating."
5,5,"Thanks Matt and Ryan for being reasonable, honest, on-time, and doing the job right. The price I was quoted was exactly what I paid. I appreciate the job well done and the professionalism guys!"
5,5,"Such a great place to do business with when something as inconvenient as your windshield cracking! Friendly and professional. They clearly care about their customers. Plus their prices cannot be beat.

I actually drove to their location in Gilbert, where I came to realize they are more so just an ""call and they come to you service"". Oops! I felt bad, but the owner welcomed me in and we set up an appointment. I have an older minivan and he said he wanted Ryan to do the job as he was the most experienced.

We schedule it for 7:30am the Saturday before Memorial Day. Ryan called me at 7:15 stating they were about 15 minutes out. They arrive right on time, called me when they got it, I moved my car out the garage a bit, and they got to work!
While they working on was able to sit inside and Ryan just called me again when they were done. So nice and it didn't take long at all!

I thanked them and while I was paying, asked then if they were doing anything fun this weekend. Ryan said it was actually his day off today, but they don't take any customers for granted and wanted to make sure I got my windshield fixed. 

They really do a great job here and I would recommend them to anyone in the Phoenix area!"
5,5,"Amazing!! They had the best price, and I called several places... Ryan was so nice and he called to let me know when he would be here and was ON TIME!! Will be telling all my friends about them!!"
5,5,"Earlier this week somebody kicked up a rock on the freeway and broke my windshield so I sent out several requests for a windshield replacement windshield on Yelp 2 days ago.  

Not only did these guys reply to my online quote request right away, they were the lowest cost for matching OEM glass and, they didn't reply to my online request with a request for me to call them back for the quote, or for me to send them my phone number so they could call ME.  (I hate that.)

Note to all merchants: An online quote should be just that, ONLINE.

I finally finished the online quote discussions with their owner, Matt, and decided to book the appointment with them, and when I did call Matt to schedule the work he was courteous and my appointment was scheduled for the same day.  The technician, Ryan, came to my house and he was on time, efficient and super professional.

Consider me a super satisfied customer."
5,5,"This place is awesome. I came outside and saw my window cracked, I saw the five star review and decided to give it a shot. They set up an appointment for within the hour, and quoted me a price way below what I thought it was going to be (I didn't have glass coverage on my insurance). Ryan came out and did a quick fantastic job. I was happy with the service, attitude and the cost. I would recommend them and definitely use their services again. Great job guys!"
5,5,"Matt and his group are absolutely fantastic!  I was able to call and get same day service.  They were very professional and willing to match a competitors price.  I would recommend them to anyone looking for an exemplary, professional, and honest business."
3,2,"I'd pass on this one, unless you are desperate. We had paid reservations two months in advance for arrival on December 31st. Surprise! office was closed when we arrived at noon and no arrival package was prepared for us. Had to call the emergency number to get someone to show us where our space was. The manager showed up and was nice and helpful. But all of this took time about 35 minutes to get signed in blah, blah, blah.  As with most RV Parks in the Phoenix general area, the Park combines RV spaces with Park Model semi-permanent residences. This is an older park and mixes both uses very close together.  Spaces are paved with fine gravel and are  closer to each other than I am used to. Access roads to the sites are narrow. So if you have a rig longer than 28-30 feet, you are going to have difficulties backing in to your assigned space.  There are no pull-throughs.  Spaces have normal 50/30 Amp electrical, tap water and sewer utilities with a sewer vent on most sites. No TV hook ups and very slow internet connection. Didn't use the bathroom/showers, laundry pool or other amenities."
3,5,"Great RV park with good people and activities...  LIke new Bathroom/Showers, good pool & spa..."
3,1,"FYI this is an ADULT only RV park, which was clarified to be 45+ RV park.... I wish Good Sam noted that on their app. After a long day of driving I had the nice manager inform me that we could not stay because we were in our 30's. I am glad that I now know that I don't reach adulthood for another 15 years at least!"
3,1,"We just stayed there this month and the customer service was horrible, especially Tim the escort. We were first told they couldn't find our reservations and didn't know if they had any sites available, what a joke, there were many empty sites. They blamed it on encore that they didn't know what was going on in the park. It's all about the dollar, we paid $90 to park in dirt and gravel. The first spot we were in was suppose to be pull through, couldn't even get in without unhooking the tow vehicle. This was our second and last stay!"
3,4,"We stayed here for 1 night while in the Phoenix area. We have absolutely no complaints whatsoever. The staff were friendly and check in was quick. They actually assist you with backing in your RV which is really nice. They have a ton of amenities and there always seems to be some kind of event going on. We didn't get to participate because we were there for such a short period, but we would definitely come back here when we have a little more time."
3,4,"I know Yelp is an unusual place to post a review for an RV park but since this place hasn't been reviewed here yet I thought I'd the first. I was so pleased with my stay I wanted to tell others about my experience. I visited Az for springs training and needed to to find an RV park centrally located to several of the baseball stadiums. Mesa spirit is located within 8mi of the 10/60 Frwy interchange and close to the 101 loop. It's very close to Camping World, grocery store and Kmart. I am not a full time RVer or snowbird so I am not familiar with these types of large scale RV resort parks but I am huge fan now. This is not a 55 and over park although it caters to many older adults. This park had many amenities the best of which in my opinion were the very clean and accessible restroom/showers. It has a 9 table billiard parlor, poker room, two huge pools, 4 hot tubs, 6 bbqs, bingo, dance hall, computer room, and lots more at the main club house. The staff was friendly, helpful and knowledgeable. The guests and long terms residents were especially friendly and made me feel like one of the regulars. The RV site was clean and roomy.  I am definitely planning on returning back next year for an even longer stay."
3,4,Stayed here 4 nites after readinb positive reviews.  Place is huge and has tons of activities for snowbirds. We encountered many friendly folks.  The rv site was large.  Negativd feedback the wifi which they touted as free did not work.  Other than that large jacuzzis and pools.  Stayed here and toured Apache trail through Superstition Mtns to Roosevelt lake.  Stopped at Bostons Lakeshore Grill and had Reuben sandwich on marble rye wheat.  It was very good.  RV resort was close to the Cubs Spring Training but tickets were sold out the times we wanted to go.  We were in site B120 and we traveled with 2 dogs.  We would stay here again.
3,4,"We are staying here for a month until our apartment comes available. I was impressed with the customer service here. We had a site reserved for a month, but the apartment notified us we had to wait another week. When we asked for another week they were ok with that. They have activities and social clubs here. There is a nice café in the clubhouse. They helped us hook up our RV. The park is well maintained and clean. There is free cable and WiFi. It is difficult to find your way around as the streets are not well marked. This is a nice place to stay. I'm glad we found it."
3,4,"Very nice park, clean and well kept. Mostly a redidence park with spots for short time stays. The pool we used was clean and very well maintained. Work out room at the pool was a bonus. Probably the only downside about this park is where a short timer gets put. I would suggest they centralize an area for overnighters or short timers. The rig behind us I believe was not being used, but all the junk left out along with all the bay doors opened and flapping in the wind was a little disconcerting. Since we belong with Thousand Trails, and this is an Encore park we chose to stay here. I will stay here the next time we go through this way without hesitation."
3,4,"Very nice park.  We stayed for 3 months and had a wonderful experience.  Staff is professional, available and helpful.  Parking spots are nice and easy in/out.  Facilities maintained well and clean.  Lots of activities, but we didn't indulge in those much.  We picked this park because of their dog setup -- several dog runs available throughout the park.  Our two dogs had a great time, made a lot of friends, big and small.  They keep the dog parks clean and tidy.  This park is convenient to grocery store (across the street), bakery (across the street) and several city dog parks. Lots of good restaurants nearby -- try Blue Adobe on Country Club, it rocks (New Mexico cuisine).  We're going back next year."
3,1,"NOTE: This is NOT a big rig friendly R V park. Maybe 30' RV's or trailers. The ""one star"" applies to BIG RIGS only. The resort has very narrow streets with very narrow pads and over 90% back in pads with very few pull throughs. We (40' RV) were assigned a 45' X 13' gravel pad (measured the pad) that prohibited us from extending our slide out because the neighbors car was parked correctly on his parking pad. Check out Google map / Google Earth before making a reservation. It appears the resort is old with narrow streets and small pads and has not been updated to handle big rigs."
5,5,"I needed to replace my windshield after two large cracks appeared on my window. I jumped on Yelp to research local companies and contacted several (probably 10) to quote a cash replacement for my car. I received numerous quotes in different ranges from $200-$380. I wasn't sure why there was such a difference in cost between all the companies. I called Method to ask about their quote and Hannah was so nice and informative explaining the process. I told her she was the lowest quote I had received and I asked why that was true. She answered all my questions and even offered to come out that very day for the repair! 

I scheduled my appointment for the very next day for them to come to my office. Alan called me in the morning to tell me he would be there around noon. He showed up early (which was awesome) and told me it would be about 30 minutes. I really was surprised, I know I'm a newbie to windshield replacement but it takes longer then 30 minutes to get your car washed! Alan was very professional, fast, and super helpful (he even offered to repair another part on my car that had been broken for months. I really hope I don't have to get another windshield replaced but I know exactly who I'll call if I have to, thanks so much!"
5,5,"Alan came right to my apartment and replaced my cracked windshield. He was professional, efficient and I couldn't believe how affordable it all was. Thanks Alan I'll definitely be calling back if it cracks again!"
5,5,"I had a really bad crack on my windshield and there are so many different glass places in the area I had no idea who to go to.  I started asking around and a few of my friends had tried Method Glass and said they had received a really great price and great customer service.  I called and told them about my car and they were able to come out same day and get my windshield replaced.  I always give things a few days to make sure that I truly am happy with the service I received, and I truly am.  They even followed up with me.  I will use Method Glass again in the future for any problems that I have with glass on my car and I recommend that you try them out as well."
5,5,"If you have a trailer of any kind, this is the place to bring it for high quality work, very reasonable rates, and EXPERT consultation. I called, came in, and two workers jumped on my boat trailer, and  completed the job in 15 minutes.

Call them! This is the way business should be done. I saved them in my phone contacts and I will be back to use them again."
5,5,"Have taken all my trailers there for past few years- welding, axels, repacks, tires. Best price and best quality tires. 2 brothers that own the business. do great work, great pricing always fair. get it done fast. always done on time."
5,5,"What a gem, tucked away on MacDonald. I arrived before they were open and was pleased to see ample street parking and nice wide streets. I'm new to towing this trailer and was relieved to see that I could easily park out front and wait--no hassles.

Neil couldn't have been more helpful, courteous, and professional. And when I returned later, and had trouble backing up to the hitch ball.....Neil and his coworker jumped right in and didn't let me struggle.

I went to RTW for a repack of the bearings and for a second chain. Neil cut the very long chain I had into two pieces, did some welding, attached the ""new"" second chain to the trailer and saved me some $.

Very pleased with the work he did, his pricing, and the work ethic at RTW. I will return."
5,5,"This company is hands down, up, or anyway you want it the BEST trailer repair shop in the metro area.  We called them yesterday with an emergency with our work trailer.
Literally dragged it in, told us he'd call us today for an update, said he try to get it done ASAP! 

He didn't let us down--dropped it off at 1:30 on Tuesday, called us 9:30am the next day said it was finished. Price was great as well, very fair. The work exceptional, couldn't have asked for more! So happy we found them!!Thanks guys, you put my business back on the road!"
5,5,"I brought my 2007 Nordic Trailer into RTW after a blown tire caused damage to the fender and needed repair and paint. I also requested a tune-up and inspection due to the fact that the trailer was just purchased. Neil Rucker, his brother and his team did an outstanding job and were very helpful the price was very reasonable and they did everything with the boat on the Trailer. I absolutely recommend them for help with your trailer!"
5,5,"These guys did a great job reinforcing my boat trailer and welding the cracked areas back together. Hopefully, I won't need their services again but if I do, I can count on them!"
5,5,"I have worked with Rucker since 2012 for all of my boat trailer maintenance and repairs. There service, response time, and expertise is the best in the valley. I would recommend them for all of your requirements for trailer repair and maintenance!"
5,5,"Called these guys looking for an axle hub. They were knowledgeable and helpful. Then when I showed up to pick up the hub, they were able to talk me through the details of various hubs that other people had put on my trailer over the years. 
Friendly, professional, knowledgeable. Great service. Much appreciated!"
5,5,They did a stellar job with the install on my Nissan Frontier. So clean and well placed. All wiring done perfectly and no issues at all. Thanks guys!
4,5,"My wife and I were looking for a RV at a reasonable cost stopped at Robert Crist and was met by Tony Maxwell he walked us around the lot giving us excellent information, it was our first stop of the day and told him so at the beginning but he was excellent, told us about a RV show that was going on that weekend, on the way there we stopped at other RV lots and lucky we didn't stop at them first they seemed like they could of cared we were even there so we went to the RV show and meet  Nick also a Robert Crist salesman, again excellent we ended up buying a RV at the show and every step of the way Tony Maxwell was there to see us thru the process, made the whole buying experience much more enjoyable. Thank you Tony and Nick"
4,5,"We were so very impressed with the entire staff at Robert Crist.  From our salesperson Guy Kasper, who came in to ensure that everything was in order the day of our delivery, the Sales Manager Bryan who worked with us on our final price, the Service Department staff, Norm and Michael Tyler, Daryl, and a sweet cashier who provided advice in the additional needs that we had, to Ryan Hawkins the Business Manager.  We felt that they truly wanted us to have a wonderful experience with our new trailer.  They have exceeded our expectations as a business."
4,5,"Took our RV in for warranty work. Desert autoplex is where we bought it however, they were rude, disrespectful, and untimely when it came to service. This also included their service manage so we went to Robert Christ. They were kind, timely, found issues that desert autoplex didn't, fixed what desert autoplex didn't, and all the time with smiles and courtesy. They were up front about issues regarding money and were very concerned when it came to a health safety issue that was identified. Highly recommend their service department! Call early though, they fill up quick. Had to wait 3 weeks to get in. That tells you how good they are because they are booked up"
4,5,Dale was so great at my walk through. He helped me tremendously and made the experience awesome!
4,5,"Exceptional! Having come from an outstanding dealership/service department in Kent, Washington it has been very difficult finding a dealership here in Mesa, AZ.
 We needed a full service on the coach, including the generator. Crist RV got us in very quickly and the work was done as promised at the estimate provided. During the free, umpteen point inspection the tech found 2 extra items that needed attention. Both were performed flawlessly!
 There have been several other things we have wanted done and those services also were done above and beyond expectations!
 While our part of Arizona has a ton (!) of motor coach/RV  places, it is almost impossible to find a dealership that does it all and does it right. 
 The other ""plus"" is that the area to drop off and pick up your rig is roomy and off of the main road. It allows for easy drop and hook up of a towed car...nice!"
4,5,"We went to Robert Crist to purchase our new Open Range Roamer. From the beginning of our shopping experience with Ryan right through to our purchase with Robert Crist Jr. , every question we had was answered, all the papers were thoroughly explained and the whole experience was smooth. We had a small change done in the trailer, Mike handled that and was very responsive. He arranged to have Dale deliver our trailer when our new truck took longer than we expected to arrive. We can't say enough about this company. We felt valued as customers and look forward to a long business relationship to Robert Crist and Company!"
4,5,"I can't say enough good things about this place. No pressure and all the sales associated make you feel like family and not just another customer. They even went out of their way to make sure there was always burgers and hotdogs available to customers while they shopped or waited. They went out of their way to give my 3 year old water, oranges, and balloons! Their customer service is what sold us on this dealership. Our sales associate Tom was very knowledgeable and outstanding! He really went above and beyond to make sure we had the ultimate customer experience. Can't wait to get on the road and make memories thanks to Tom and the rest of the staff at Robert Crist."
